"","Bird","Plant","Occupancy","Iteration","True_State"
"1",10,1,1,"1",2
"2",10,1,1,"83",2
"3",10,1,0,"13",2
"4",10,1,0,"67",2
"5",10,1,1,"2",2
"6",10,1,3,"35",2
"7",10,1,4,"46",2
"8",10,1,0,"84",2
"9",10,1,1,"30",2
"10",10,1,2,"63",2
"11",10,1,0,"34",2
"12",10,1,2,"3",2
"13",10,1,0,"4",2
"14",10,1,1,"68",2
"15",10,1,1,"9",2
"16",10,1,0,"58",2
"17",10,1,1,"29",2
"18",10,1,4,"42",2
"19",10,1,1,"31",2
"20",10,1,2,"85",2
"21",10,1,0,"18",2
"22",10,1,3,"45",2
"23",10,1,1,"93",2
"24",10,1,1,"25",2
"25",10,1,0,"10",2
"26",10,1,0,"80",2
"27",10,1,1,"23",2
"28",10,1,1,"32",2
"29",10,1,1,"65",2
"30",10,1,0,"79",2
"31",10,1,1,"51",2
"32",10,1,0,"53",2
"33",10,1,3,"14",2
"34",10,1,3,"19",2
"35",10,1,3,"26",2
"36",10,1,1,"60",2
"37",10,1,4,"76",2
"38",10,1,2,"61",2
"39",10,1,1,"41",2
"40",10,1,4,"40",2
"41",10,1,0,"78",2
"42",10,1,1,"62",2
"43",10,1,1,"16",2
"44",10,1,2,"48",2
"45",10,1,2,"81",2
"46",10,1,4,"52",2
"47",10,1,1,"47",2
"48",10,1,2,"87",2
"49",10,1,2,"6",2
"50",10,1,0,"55",2
"51",10,1,3,"88",2
"52",10,1,1,"74",2
"53",10,1,1,"91",2
"54",10,1,3,"8",2
"55",10,1,0,"56",2
"56",10,1,4,"66",2
"57",10,1,1,"49",2
"58",10,1,1,"36",2
"59",10,1,4,"64",2
"60",10,1,2,"86",2
"61",10,1,2,"11",2
"62",10,1,0,"27",2
"63",10,1,0,"44",2
"64",10,1,0,"57",2
"65",10,1,4,"59",2
"66",10,1,2,"92",2
"67",10,1,1,"24",2
"68",10,1,1,"69",2
"69",10,1,0,"90",2
"70",10,1,0,"17",2
"71",10,1,2,"82",2
"72",10,1,0,"71",2
"73",10,1,5,"15",2
"74",10,1,4,"70",2
"75",10,1,1,"38",2
"76",10,1,0,"50",2
"77",10,1,3,"20",2
"78",10,1,0,"73",2
"79",10,1,2,"75",2
"80",10,1,0,"94",2
"81",10,1,0,"28",2
"82",10,1,2,"5",2
"83",10,1,1,"77",2
"84",10,1,1,"21",2
"85",10,1,1,"39",2
"86",10,1,1,"33",2
"87",10,1,1,"43",2
"88",10,1,0,"37",2
